ITEM_TYPE,PRODUCT,MONTH,QUANTITY_PURCHASED,SALES
Jackets,Stretch climber jacket,1709251200,2257,180447.15
Pants,Tortoise shell pants,1709251200,268,14458.6
Shirts,Kat 1 graphic t-shirt,1709251200,626,11862.7
Swimwear,Solid toro bottom,1709251200,499,9955.05
Jeans,Relax fit organic ctn jeans-reg,1709251200,3288,180675.6
Pants,All-wear capris,1709251200,82,4505.9
Swimwear,Antibes bottom,1709251200,68,1356.6
Pants,Girl's board capris,1709251200,51,2547.45
Sweatshirts,London hoody,1711929600,1412,63469.4
Vests,Lost trails vest,1711929600,1384,89890.8
Jackets,Reversible jacket,1711929600,1990,139200.5
Jackets,Sherpa jacket,1711929600,849,106082.55
Vests,Lost trails vest,1714521600,1093,70990.35
Pants,Worldwide pants,1714521600,537,29508.15
Pants,Duck pants,1714521600,496,32215.2
Pants,Nice trek pants,1714521600,1811,117624.45
Shirts,Fashion polo shirt,1714521600,549,19187.55
Bags,Travel pack,1714521600,1976,187621.2
Underwear,Active boxer briefs,1714521600,2941,46908.95
Swimwear,Solid bermuda 1 piece,1714521600,841,20982.95
Headwear,Fisherman cap,1714521600,321,9613.95
Vests,Down sweater vest,1714521600,435,32603.25
Sweatshirts,Kat 4 zip neck,1717200000,1861,83651.95
Sweatshirts,F1 hoody,1717200000,1351,87747.45
Sweatshirts,Kat 2 zip neck,1717200000,1413,49384.35
Swimwear,Daisy top,1717200000,716,28604.2
Shirts,Girl's bunny t-shirt,1717200000,114,2160.3
Skirts,Tropical hemp skirt,1717200000,2119,116439.05
Jackets,Rain star jacket,1717200000,1136,136263.2
Jackets,Sherpa jacket,1717200000,494,61725.3
Shorts,Baja board shorts,1722470400,94,4225.3
Swimwear,Solid barbados bottom,1722470400,620,12369
Pants,Kat 4 bottoms,1725148800,1323,59468.85
Dresses,Bird of paradise dress,1725148800,1732,95173.4
Swimwear,Daisy top,1725148800,926,36993.7
Sweatshirts,Explore sweatshirt,1727740800,158,9472.1
Pants,Worldwide capris,1727740800,1294,84045.3
Shirts,L/s sunshine shirt,1727740800,423,10976.85
Underwear,Mozambique everyday bra (b/c),1727740800,1701,61150.95
Shorts,Nice shorts-11 in.,1727740800,1831,82303.45
Jackets,Atmosphere jacket,1727740800,634,66538.3
Shirts,Banjo t-shirt,1727740800,756,14326.2
Jackets,Chapparal jacket,1727740800,529,50228.55
Vests,Synch vest,1730419200,2645,185017.75
Sweatshirts,Moon hoody,1722470400,551,22012.45
Dresses,Resort dress,1725148800,1456,101847.2
Shirts,Fashion polo shirt,1725148800,695,24290.25
Shorts,Nylon twill shorts,1733011200,1386,55370.7
Shorts,Duck shorts,1735689600,948,42612.6
Shirts,L/s island local shirt,1709251200,515,13364.25
Shorts,Nice gi shorts,1709251200,665,29891.75
Socks,Hi-tech hw mountaineering socks,1714521600,2963,35407.85
Swimwear,Solid valencia bottom,1727740800,476,9496.2
Sweatshirts,Kat 4 zip neck,1630454400,1637,95659.29
Socks,Endurance ankle socks,1622505600,918,14262.37
Shirts,World tour t-shirt,1625097600,135,3326.24
Shorts,Baby ruffles shorts,1617235200,307,15944.87
Underwear,Active sport boxer briefs,1638316800,606,12566.45
Dresses,Sunshine dress,1617235200,1318,102719.54
Socks,Hiking crew socks,1617235200,381,5920.2
Jeans,Relax fit organic ctn jeans-short,1630454400,1113,79508.23
Dresses,Bird of paradise dress,1617235200,1451,103653.31
Shirts,Kat 1 graphic crew,1630454400,302,13722.24
Shirts,L/s island local shirt,1612137600,191,6443.89
Skirts,Bird of paradise skirt,1638316800,1256,73395.57
Pants,T5 pants,1625097600,1045,88235.75
Shirts,Baby farm t-shirt,1617235200,73,1798.7
Underwear,Active briefs,1633046400,937,19429.99
Pants,Kat 3 bottoms,1622505600,446,26063.03
Shorts,Girl's flower shorts,1638316800,135,7889.23
Shirts,Merino comfort crew,1619827200,253,8535.71
Dresses,Spring dress,1635724800,696,40671.85
Jackets,Andorra jacket,1635724800,619,68360.31
Shirts,L/s sunshine shirt,1622505600,163,5499.38
Shirts,Shark hemp shirt,1617235200,356,8771.01
Dresses,Baby ruffles apron dress,1635724800,664,47433.98
Shirts,Trailblazer t-shirt,1612137600,189,4656.37
Bags,Point break duffel 100,1630454400,1383,98795.82
Swimwear,Eze top,1619827200,112,2905.14
Headwear,Trucker hat,1630454400,959,31106.32
Socks,Endurance quarter socks,1633046400,409,6354.71
Vests,Pathwalker vest,1627776000,1560,151999.76
Skirts,Girl's beach skirt,1638316800,773,45171.41
Skirts,Tropical hemp skirt,1619827200,884,63149.66
Shirts,Oz t-shirt,1635724800,170,4188.52
Shorts,Buenos Aires shorts,1617235200,22,1285.67
Shirts,Langkawi tank,1622505600,101,3276.33
Shorts,Nice messenger shorts,1625097600,226,13207.01
Shorts,Short shorts,1622505600,77,4499.78
Shirts,Falcon t-shirt,1635724800,34,837.76
Jackets,F1 full-zip jacket,1617235200,469,70086.04
Pants,Two-tone cargo pants,1612137600,106,8950.38
Underwear,Active mesh bra,1622505600,738,40248.01
Headwear,Fastback visor,1625097600,991,25702.71
Shorts,Multi use shorts,1622505600,203,11862.98
Shirts,Last call t-shirt,1617235200,260,6405.84
Pants,Nice trek pants,1612137600,347,29299.45
Shirts,L/s island local shirt,1633046400,334,11268.32
Dresses,Tropical hemp dress,1640995200,1382,116690.31
Underwear,Active sport boxer briefs,1635724800,610,12649.37
Jackets,Stretch climber jacket,1633046400,853,88657.66
Shirts,Plaid shirt,1640995200,126,4087.28
Shirts,L/s island local shirt,1625097600,373,12584.15
Shorts,All-wear shorts,1612137600,276,15052.15
Shirts,Reef l/s shirt,1614556800,386,12520.81
Shirts,Caribou t-shirt,1622505600,304,7489.91
Dresses,Baby ruffles apron dress,1614556800,760,54291.8
Shorts,California shorts,1643673600,316,18466.33
Shirts,Dragon t-shirt,1633046400,309,7613.15
Shirts,Killer whale t-shirt,1630454400,180,4434.9
Bags,Hip pack,1612137600,266,13815.19
Shorts,Duck shorts,1635724800,500,29218.53
Vests,Rivermaster vest,1622505600,1013,98702.86
Swimwear,Eze top,1630454400,112,2905.18
Shirts,Hang glider t-shirt,1614556800,160,3942.17
Jackets,Full gear full-zip jacket,1633046400,358,67460.6
Shirts,L/s sunshine shirt,1638316800,153,5161.99
Shorts,Cotton board shorts,1635724800,477,27874.48
Shorts,Hi-tech shorts,1622505600,93,5434.84
Socks,Hiking crew socks,1630454400,393,6106.58
Swimwear,St Tropez halter top,1614556800,465,12060.83
Jackets,Reversible jacket,1638316800,931,84661.63
Sweaters,All-around cardi,1627776000,956,62079.14
Shirts,Girl's cotton tank dress,1638316800,193,11278.58
Shirts,S/s solid polo shirt,1627776000,128,4152.17
Shirts,Ranch organic tee,1633046400,239,7752.71
Jackets,Rockwall jacket,1640995200,245,27057.21
Vests,Micro smooth vest,1625097600,1232,120041.23
Jackets,Heavy sweater jacket,1643673600,913,81837.84
Swimwear,Cassis bottom,1622505600,199,5161.62
Shorts,All-wear cargo shorts,1622505600,452,25825.94
Vests,Pathwalker vest,1638316800,1636,159405.02
Pants,All-wear capris,1622505600,50,3571.94
Socks,Hi-tech hw mountaineering socks,1635724800,1693,26301.95
Shirts,L/s sunshine shirt,1643673600,176,5937.94
Dresses,Bali dress,1630454400,1218,107593.26
Jackets,Chapparal jacket,1622505600,429,52954.53
Jackets,Sherpa jacket,1614556800,356,57827.68
Shirts,S/s blue sun shirt,1625097600,270,7705.37
Shirts,Kat 1 crew,1614556800,295,13404.1
Jackets,Heavy sweater jacket,1612137600,428,38364.33
Pants,Tropical hemp pants,1643673600,759,59153.7
Shirts,Tough guy t-shirt,1635724800,286,7046.46
Shirts,Kat 2 t-shirt,1633046400,126,3104.53
Dresses,Iris dress,1617235200,727,61385.42
Sweatshirts,London hoody,1633046400,624,36464.5
Pants,Nice trek zip-off pants,1638316800,138,11652.57
Shirts,Fashion polo shirt,1635724800,277,12586.29
Vests,Lost trails vest,1622505600,678,57248.03
Bags,Pocket pack,1614556800,168,7633.68
Shorts,Short shorts,1643673600,89,5201.04
Sweatshirts,Explore sweatshirt,1638316800,127,9898.26
Pants,Merino comfort bottoms,1625097600,426,22125.25
Shorts,Nice messenger shorts,1643673600,214,12505.76
Shorts,Girl's board shorts,1619827200,494,25656.81
Shirts,Merino comfort crew,1625097600,257,8670.7
Shirts,Italia t-shirt,1630454400,222,5469.73
Shirts,Polo shirt,1612137600,110,4998.13
Shirts,All weather training top,1619827200,127,6266.07
Pants,Merino comfort bottoms,1633046400,400,20774.96
Swimwear,Solid barbados bottom,1619827200,142,3683.33
Shirts,Merino hip t-shirt 1,1627776000,145,3572.64
Jackets,Rainbow jacket,1612137600,515,50179.54
Pants,Chapparal pants,1614556800,235,16787.93
Shirts,Solo t-shirt,1643673600,292,7194.17
Shirts,All-around tee,1617235200,279,6873.92
Shirts,S/s sherlock shirt,1622505600,230,6563.76
Jackets,Andorra hooded jacket,1614556800,276,32274.91
Shirts,Planets t-shirt,1643673600,117,2882.7
Shirts,Seaside t-shirt,1643673600,225,5543.63
Shirts,Rivermaster shirt,1643673600,345,11191.01
Swimwear,Mozambique bikini,1630454400,207,10751.21
Shirts,Girl's cotton tank dress,1640995200,178,10402.02
Shirts,Bird of paradise cross-back tank,1612137600,24,1090.56
Underwear,Active briefs,1612137600,431,8937.38
Swimwear,Solid valencia bottom,1638316800,130,3372.02
Shorts,Old school shorts,1622505600,148,8648.91
Jackets,Andorra hooded jacket,1625097600,262,30637.72
Pants,Peace sign capris,1612137600,166,9700.72
Swimwear,Eze top,1627776000,121,3138.57
Shorts,Old school shorts,1612137600,80,4675.05
Pants,Rivermaster pants,1630454400,402,39169.89
Shirts,Banjo t-shirt,1614556800,297,7317.44
Shorts,Duck shorts,1630454400,498,29101.59
Shorts,Old school shorts,1630454400,117,6837.35
Shirts,L/s sunshine shirt,1627776000,153,5162.01
Jackets,Rockwall jacket,1638316800,258,28493
Shirts,Fly fishing silhouette t-shirt,1640995200,381,9386.91
Shirts,Sleeveless a/c shirt,1612137600,40,985.55
Headwear,Kat 1 scoop,1640995200,106,4127.51
Shorts,Board shorts,1619827200,319,18641.6
Shirts,smiley logo t-shirt,1625097600,89,2192.88
Sweatshirts,Explore sweatshirt,1622505600,128,9976.17
Shirts,High energy top,1625097600,69,2238.29
Vests,Rivermaster vest,1640995200,1056,102892.65
Jackets,Atmosphere jacket,1625097600,546,74494.52
Shirts,Titanic t-shirt,1630454400,180,4434.92
Swimwear,Cannes bottom,1612137600,303,7858.69
Dresses,Iris dress,1612137600,314,26513.16
Shirts,Girl's cotton tank dress,1633046400,193,11278.64
Shorts,Lost trails shorts,1635724800,249,14550.96
Shirts,S/s blue sun shirt,1612137600,73,2083.33
Shirts,Merino hip crew,1617235200,289,13131.61
Shirts,Silhouette t-shirt,1640995200,120,2956.64
Shirts,Dragonfly logo t-shirt,1627776000,126,3104.52
Shirts,All-around tee,1614556800,273,6726.14
Shirts,Ranch organic top,1614556800,127,4119.77
Shirts,Floral t-shirt,1633046400,336,8278.29
Skirts,Langkawi skirt,1622505600,1086,56402.47
Shirts,Girl's bunny t-shirt,1627776000,62,1527.64
Pants,Shelled insulator pants,1614556800,643,41754.36
Socks,Hi-tech hw mountaineering socks,1617235200,1598,24826.21
Shirts,Silhouette t-shirt,1614556800,108,2660.97
Jackets,Stretch climber jacket,1638316800,758,78783.72
Shirts,Bi-plane t-shirt,1619827200,314,7736.14
Shirts,Sport top,1630454400,256,8304.19
Shirts,Merino hip crew,1638316800,221,10041.8
Dresses,Merino comfort dress,1619827200,932,54462.6
Underwear,Organic cotton boxers,1612137600,105,2177.52
Shirts,World tour t-shirt,1633046400,140,3449.45
Jackets,Stretch climber jacket,1643673600,725,75353.88
Shorts,Lost trails shorts,1643673600,188,10986.35
Shirts,Kat 2 crew,1627776000,218,9905.53
Swimwear,S/s rashguard,1617235200,396,12845.17
Bags,Rivermaster duffle,1633046400,1255,138597.03
Pants,Duck pants,1643673600,249,21024.99
Shorts,Buenos Aires shorts,1638316800,34,1986.94
Swimwear,L/s rashguard,1617235200,60,2024.35
Shirts,L/s shark t-shirt,1617235200,259,8738.22
Swimwear,S/s rashguard,1622505600,420,13623.63
Shirts,Swordfish t-shirt,1635724800,77,1897.22
Shirts,S/s solid polo shirt,1612137600,46,1492.2
Dresses,Tropical hemp dress,1612137600,642,54207.82
Vests,Synch vest,1612137600,737,67019.63
Shirts,Dragon t-shirt,1619827200,295,7268.14
Pants,Rockwall pants,1643673600,847,60506.48
Pants,Two-tone cargo pants,1643673600,217,18323.02
Shirts,Drift shirt,1619827200,66,1626.18
Pants,All-out capris,1612137600,285,17024.98
Shirts,Drift shirt,1635724800,75,1847.94
Shirts,Merino comfort t-shirt,1638316800,112,4069.91
Shirts,Baby farm t-shirt,1630454400,82,2020.43
Shirts,Sleeveless a/c shirt,1638316800,82,2020.42
Shirts,Drift shirt,1640995200,88,2168.27
Sweaters,Micro deluxe cardigan,1643673600,1398,90780.28
Shirts,Plaid shirt,1612137600,47,1524.65
Shirts,Ranch organic top,1617235200,105,3406.07
Shirts,Merino hip tank,1619827200,105,2587.07
Pants,Heavy duty pants,1633046400,141,11905.85
Shirts,Fashion polo shirt,1630454400,234,10632.47
Shirts,Clown fish t-shirt,1643673600,119,2932.04
Pants,Nylon twill zip-off pants,1635724800,188,12208.45
Shorts,Baja board shorts,1612137600,12,701.28
Shirts,Killer whale t-shirt,1625097600,180,4434.95
Pants,All weather capris,1612137600,393,23476.4
Bags,Pocket pack,1625097600,168,7633.69
Shirts,Ibiza tank,1612137600,30,1363.17
Shirts,Maui shirt,1612137600,58,1429.06
Shirts,Violet top,1617235200,42,2181.45
Shirts,Save the whales t-shirt,1627776000,59,1453.73
Shirts,Save the whales t-shirt,1630454400,60,1478.39
Shirts,Dragonfly logo t-shirt,1612137600,55,1355.12
Shirts,Seagull t-shirt,1612137600,64,1576.88
Pants,Peace sign capris,1643673600,334,19518.27
Shirts,L/s shark t-shirt,1612137600,84,2834.03
Shirts,All-around tank,1617235200,19,616.36
Shorts,Baja board shorts,1614556800,26,1519.44
Shirts,L/s runshade top,1612137600,44,1484.51
Shirts,Ladybug t-shirt,1617235200,41,1010.23
Shirts,Surfer t-shirt,1625097600,27,665.28
Shirts,Blue marlin t-shirt,1643673600,90,2217.52
Swimwear,Antibes bottom,1614556800,42,1089.47
Shorts,Baja board shorts,1638316800,25,1460.98
Shirts,Fly fishing t-shirt,1625097600,43,1059.49
Shirts,On Vacation t-shirt,1643673600,209,5149.38
Shirts,All-around tank,1625097600,29,940.76
Shirts,All-around tank,1635724800,25,811
Pants,Girl's board capris,1627776000,20,1298.79
Shorts,Buenos Aires shorts,1612137600,9,525.95
Shirts,S/s a/c shirt,1627776000,102,2910.95
Shirts,Surfer t-shirt,1612137600,11,271.04
Jackets,Lost trails jacket,1633046400,641,70790.01
Shirts,Dragonfly logo t-shirt,1622505600,112,2759.55
Pants,Nice zip-off pants,1643673600,184,15536.74
Pants,Nice trek zip-off pants,1630454400,142,11990.27
Shirts,Kat 1 t-shirt,1627776000,416,10249.17
Shirts,Hang glider t-shirt,1630454400,157,3868.25
Swimwear,Resort top,1633046400,485,22037
Shorts,Plaid shorts-7 in.,1638316800,18,817.92
Shirts,Kat 1 crew,1680307200,777,29157.468
Shirts,Moose t-shirt,1677628800,673,13543.596
Jackets,Rainbow jacket,1701388800,3390,290885.117
Headwear,Fastback visor,1680307200,2736,62158.535
Pants,Nice trek zip-off pants,1685577600,449,30102.492
Pants,Nylon twill pants,1685577600,953,56521.511
Shirts,Rivermaster shirt,1701388800,1112,30737.292
Shirts,Merino hip tank,1706745600,223,4254.804
Shirts,All-around tee,1704067200,915,18417.02
Shirts,Baseball tank,1688169600,799,15512.534
Vests,Rivermaster vest,1696118400,3070,262200.575
Pants,Kat 3 bottoms,1690848000,1165,57256.913
Swimwear,Ibiza top,1701388800,986,31971.633
Socks,Endurance ankle socks,1693526400,2551,34696.995
Bags,Travel duffel,1682899200,3045,347565.926
Jeans,Relax fit organic ctn jeans-short,1701388800,3286,206528.477
Swimwear,Solid bermuda top,1688169600,393,8173.28
Headwear,Kat 1 scoop,1677628800,307,9314.333
Swimwear,Solid bermuda top,1675209600,201,4513.336
Shirts,L/s shark t-shirt,1677628800,583,15752.608
Shirts,Ladybug t-shirt,1675209600,72,1480.864
Shirts,Trailblazer t-shirt,1704067200,922,19153.02
Shirts,Merino hip t-shirt 2,1677628800,630,12523.753
Shirts,S/s red house shirt,1704067200,1050,25073.036
Shirts,Motorcycle t-shirt,1685577600,777,15753.505
Dresses,Sunshine dress,1696118400,3418,234283.451
Shorts,Active boy shorts,1688169600,707,21988.023
Shorts,One-stripe board shorts,1680307200,133,4030.244
Shorts,California shorts,1704067200,959,46504.735
Pants,Chapparal pants,1685577600,654,38119.418
Underwear,Active briefs,1701388800,2323,42065.666
Shirts,Journeyman t-shirt,1675209600,189,3986.547
Shirts,Banjo t-shirt,1675209600,507,10986.101
Socks,Hiking crew liner socks,1685577600,4043,55420.938
Shirts,Seagull t-shirt,1706745600,282,5445.536
Jackets,Atmosphere jacket,1698796800,1496,174475.447
Shorts,Straight board shorts-19 in.,1690848000,642,20419.17
Shorts,Multi use shorts,1693526400,521,24865.438
Shirts,Baby farm t-shirt,1685577600,208,4080.2
Jackets,Micro smooth jacket,1698796800,1251,110682.532
Skirts,Buenos Aires skirt,1701388800,961,41690.26
Swimwear,Resort top,1675209600,815,33259.818
Shorts,All-wear cargo shorts,1698796800,1191,57428.631
Shorts,Roma shorts,1680307200,1385,69218.431
Shirts,S/s sherlock shirt,1690848000,643,15096.579
Shirts,Baseball tank,1696118400,633,12023.871
Vests,Down sweater vest,1677628800,822,65887.548
Skirts,Langkawi skirt,1704067200,3032,138207.184
Swimwear,Solid kaui halter top,1688169600,1934,43249.315
Shirts,S/s solid polo shirt,1682899200,394,10221.453
Shorts,Nice shorts-7 in.,1696118400,265,12096.965
Shorts,Girl's flower shorts,1701388800,388,18145.229
Headwear,Bucket hat,1690848000,3096,88106.146
Bags,Hip pack,1688169600,1917,86006.982
Socks,Endurance ankle socks,1730419200,1725,20613.75
Underwear,Active mesh bra,1730419200,1458,61163.1
Headwear,Fastback visor,1730419200,1952,38942.4
Shorts,Long shorts,1730419200,1998,89810.1
Shorts,Active boy shorts,1730419200,761,22030.95
Shorts,Worldwide shorts,1730419200,1210,54389.5
Pants,Buenos Aires pants,1730419200,509,27969.55
Shirts,Girl's dolphin t-shirt,1730419200,601,11388.95
Shirts,Moose t-shirt,1730419200,562,10649.9
Shirts,Dragon t-shirt,1730419200,625,11843.75
Shirts,All-around tank,1730419200,47,1172.65
Vests,Baby striped vest,1730419200,94,3285.3
Sweatshirts,Cotton fleece hoody,1733011200,1730,86413.5
Swimwear,Baby sunshade top,1733011200,1333,26593.35
Shirts,Merino comfort crew,1733011200,447,11599.65
Shirts,All-around polo,1733011200,434,12998.3
Bags,Travel duffel,1733011200,2325,232383.75
Underwear,Mozambique everyday bra (b/c),1733011200,1746,62768.7
Shorts,Solid shorts,1733011200,1033,46433.35
Shorts,Multi use shorts,1733011200,503,22609.85
Swimwear,Solid bermuda 1 piece,1733011200,1162,28991.9
Shirts,Organic logo t-shirt,1733011200,692,13113.4
Jackets,Andorra hooded jacket,1733011200,511,45964.45
Jackets,Climber jacket,1733011200,700,62965
Vests,Pack vest,1733011200,365,31006.75
Shirts,Last call t-shirt,1733011200,454,8603.3
Shorts,Plaid shorts-7 in.,1733011200,24,838.8
Jeans,Relax fit organic ctn jeans-reg,1735689600,3358,184522.1
Swimwear,Solid toro bottom,1735689600,753,15022.35
Swimwear,St Tropez halter top,1735689600,820,16359
Shirts,Sleeveless a/c shirt,1735689600,162,3069.9
Shirts,Amalfi coast top,1735689600,411,8199.45
Dresses,Langkawi dress,1735689600,338,15193.1
Dresses,Bird of paradise dress,1735689600,2988,164190.6
Shorts,Brazil board shorts,1735689600,1013,45534.35
Jackets,Micro smooth jacket,1735689600,1133,90583.35
Pants,Iris pants,1735689600,1187,77095.65
Pants,Merino casual pants,1735689600,1124,73003.8
Jackets,Baby reversible jacket,1735689600,310,23544.5
Swimwear,Eze top,1735689600,244,4867.8
Shirts,Merino hip t-shirt 2,1735689600,346,6556.7
Shirts,Killer whale t-shirt,1735689600,255,4832.25
Shirts,Ranch organic tank,1735689600,88,2195.6
Pants,Nylon twill zip-off pants,1735689600,416,20779.2
Pants,All weather capris,1735689600,1847,84869.65
Swimwear,Monaco tankini,1735689600,61,1826.95
Shirts,Girl's bunny t-shirt,1738368000,63,1193.85
Shirts,S/s sherlock shirt,1706745600,567,12921.267
Headwear,Kat 2 cap sleeve,1706745600,3077,133401.141
Shirts,Ibiza tank,1706745600,181,6450.448
Shirts,Ranch organic polo,1706745600,347,12486.497
Vests,Baby striped vest,1706745600,148,5231.3
Pants,Kat 2 bottoms,1709251200,1138,45463.1
Pants,Iris pants,1709251200,1095,71120.25
Pants,Kat 4 bottoms,1709251200,1986,89270.7
Socks,Hi-tech hiking crew socks,1709251200,2452,29301.4
Shirts,All-around tee,1709251200,496,9399.2
Dresses,Tropical hemp dress,1709251200,3084,200305.8
Bags,Travel pack,1709251200,1906,180974.7
Underwear,Active briefs,1709251200,1675,26716.25
Shorts,Rivermaster shorts,1709251200,381,19030.95
Shorts,Long shorts,1709251200,788,35420.6
Jackets,Adventure jacket,1709251200,1559,148027.05
Shirts,Killer whale t-shirt,1709251200,236,4472.2
Shirts,Purple mountains shirt,1709251200,503,9531.85
Shorts,Girl's flower shorts,1709251200,182,8180.9
Shorts,Board shorts,1709251200,380,17081
Shirts,S/s solid polo shirt,1709251200,185,4615.75
Shirts,Merino hip crew,1709251200,427,14923.65
Pants,Merino comfort bottoms,1709251200,873,34876.35
Swimwear,Solid bermuda 1 piece,1709251200,577,14396.15
Shirts,On Vacation t-shirt,1709251200,419,7940.05
Shorts,Nice shorts,1709251200,428,19238.6
Shirts,Langkawi tank,1709251200,168,4191.6
Swimwear,L/s rashguard,1709251200,60,1557
Sweatshirts,Hooded warrior sweatshirt,1711929600,4173,145846.35
Pants,Rain star pants,1711929600,644,54707.8
Pants,Kat 1 bottoms,1711929600,1078,43066.1
Pants,Duck pants,1711929600,541,35137.95
Shirts,Fly fishing silhouette t-shirt,1711929600,655,12412.25
Shirts,Merino comfort crew,1711929600,428,11106.6
Dresses,Resort dress,1711929600,2398,167740.1
Dresses,Tropical hemp dress,1711929600,2959,192187.05
Shorts,Nice shorts-11 in.,1711929600,648,29127.6
Sweaters,All-around cardi,1711929600,1987,99250.65
Jackets,Adventure jacket,1711929600,1330,126283.5
Shirts,Shooting star t-shirt,1711929600,123,2330.85
Shirts,Merino hip t-shirt 1,1711929600,188,3562.6
Swimwear,Mozambique bikini,1711929600,309,12344.55
Shirts,Maui shirt,1711929600,248,4699.6
Swimwear,Solid valencia bottom,1711929600,174,3471.3
Shirts,Girl's cotton tank dress,1711929600,297,13350.15
Shirts,Sleeveless a/c shirt,1711929600,167,3164.65
Vests,High tide vest,1714521600,2783,180755.85
Pants,Insulator pants,1714521600,1328,99533.6
Pants,Nice zip-off pants,1714521600,392,25460.4
Pants,Sierra guide pants,1714521600,1273,82681.35
Jeans,Relax fit organic ctn jeans-long,1714521600,1985,109075.75
Swimwear,Solid maui top,1714521600,1458,29087.1
Shirts,Stretch polo,1714521600,524,15693.8
Shirts,Rivermaster shirt,1714521600,771,19236.45
Shirts,White hot t-shirt,1714521600,636,12052.2
Dresses,Spring dress,1714521600,1591,71515.45
Underwear,Active briefs,1714521600,1685,26875.75
Underwear,Mozambique everyday bra (b/c),1714521600,1833,65896.35
Headwear,Logo visor,1714521600,1717,37688.15
Shorts,Worldwide shorts,1714521600,659,29622.05
Jackets,Yosemite jacket,1714521600,2125,201768.75
Jackets,Heavy sweater jacket,1714521600,1467,101149.65
Jackets,Sierra wind jacket,1714521600,1785,151635.75
Sweaters,Down sweater,1714521600,2664,159706.8
Sweatshirts,Cotton fleece hoody,1714521600,1306,65234.7
Pants,Two-tone cargo pants,1714521600,497,32280.15
Pants,Kat 4 bottoms,1714521600,1856,83427.2
Swimwear,Solid beach bum bottom,1714521600,1331,26553.45
Shirts,L/s owl shirt,1714521600,693,17983.35
Shirts,smiley logo t-shirt,1714521600,176,3335.2
Underwear,Active sport briefs,1714521600,1182,18852.9
Shorts,Big wave board shorts,1714521600,588,17610.6
Shirts,World tour t-shirt,1714521600,270,5116.5
Shorts,Duck shorts,1714521600,869,39061.55
Shirts,Ibiza tank,1714521600,141,4927.95
Pants,Nice trek zip-off pants,1714521600,299,19420.05
Swimwear,Solid bermuda top,1714521600,195,3890.25
Shirts,Dragonfly logo t-shirt,1714521600,254,4813.3
Shirts,Italia t-shirt,1714521600,446,8451.7
Shorts,Active boy shorts,1714521600,450,13027.5
Swimwear,Monaco tankini,1714521600,101,3024.95
Bags,Rivermaster duffle,1714521600,2386,202690.7
Shirts,Merino comfort t-shirt,1714521600,234,6540.3
Pants,Sierra guide pants,1717200000,1198,77810.1
Jeans,Reg fit organic ctn jeans-reg,1717200000,2740,150563
Swimwear,Cannes bottom,1717200000,1845,36807.75
Shirts,Solo t-shirt,1717200000,644,12203.8
Shirts,Stretch polo,1717200000,556,16652.2
Shirts,Purple mountains shirt,1717200000,686,12999.7
Dresses,Bird of paradise dress,1717200000,2847,156442.65
Bags,Hip pack,1717200000,1453,58047.35
Shirts,On Vacation t-shirt,1733011200,456,8641.2
Pants,Thomas pants,1735689600,1417,77864.15
Shirts,Kat 1 graphic tee,1706745600,687,13746.716
Shirts,Merino comfort t-shirt,1706745600,263,7502.6
Shorts,Cotton board shorts,1709251200,685,30790.75
Shirts,Maui shirt,1709251200,241,4566.95
Shirts,S/s stringray shirt,1709251200,172,3775.4
Pants,Chapparal pants,1706745600,533,30108.002
Shirts,Dragon t-shirt,1709251200,454,8603.3
Socks,Hiking crew liner socks,1711929600,3284,39243.8
Headwear,Kat 2 cap sleeve,1711929600,2701,107904.95
Shorts,Cotton board shorts,1711929600,699,31420.05
Shirts,Drift shirt,1711929600,115,2179.25
Shirts,Blue marlin t-shirt,1711929600,168,3183.6
Shirts,Moose t-shirt,1714521600,483,9152.85
Pants,Kat 1 bottoms,1714521600,1025,40948.75
Shirts,S/s red house shirt,1714521600,752,16506.4
Shirts,S/s octopus shirt,1714521600,738,16199.1
Pants,Rivermaster pants,1717200000,683,51190.85
Swimwear,Solid bermuda 1 piece,1717200000,1229,30663.55
Shirts,Merino comfort crew,1717200000,587,15232.65
Shorts,Thrift shorts,1717200000,631,25208.45
Jackets,Rainbow jacket,1714521600,1927,144428.65
Swimwear,Malaga bottom,1717200000,1256,25057.2
Shirts,Banjo t-shirt,1717200000,677,12829.15
Shorts,Windsurf board shorts,1717200000,1111,49939.45
Jackets,Adventure jacket,1717200000,765,72636.75
Sweaters,All-around cardi,1717200000,1120,55944
Pants,Kat 2 bottoms,1717200000,892,35635.4
Shirts,Kat 1 graphic tee,1717200000,697,13208.15
Underwear,Kat 1 boxer briefs,1717200000,380,6061
Shirts,Titanic t-shirt,1717200000,360,6822
Shirts,Baby seahorse t-shirt,1717200000,855,11072.25
Pants,Heavy duty pants,1717200000,214,13899.3
Vests,Baby striped vest,1717200000,88,3075.6
Pants,T5 pants,1719792000,1787,116065.65
Shirts,Maui shirt,1719792000,367,6954.65
Shirts,Tough guy t-shirt,1719792000,732,13871.4
Shirts,L/s island local shirt,1719792000,764,19825.8
Shirts,Baby playtime t-shirt,1719792000,401,5192.95
Shirts,Banjo t-shirt,1719792000,772,14629.4
Shirts,Amalfi coast top,1719792000,640,12768
Underwear,Active mesh bra,1719792000,1185,49710.75
Shorts,Active boy shorts,1719792000,753,21799.35
